issues,split,source_dataset,annotation_source,text_status,filename,primary_caption,n_captions
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Binturong_Juvenile_binturong_juvenile__animationnotmotionextractedbehaviour_manisetfa05296e__binturong_juvenile_standgimmick01_136.npy,The juvenile binturong stands still and then performs a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Binturong_Juvenile_binturong_juvenile__animationnotmotionextractedfighting_maniset6dcad344__binturong_juvenile_standgimmick01_246.npy,The juvenile binturong stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Binturong_Juvenile_binturong_juvenile__animationnotmotionextractedlocomotion_maniset2b4e85aa__binturong_juvenile_standgimmick01_379.npy,The juvenile binturong stands still and then performs a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Binturong_Male_binturong_male__animationnotmotionextractedbehaviour_maniset30454e8b__binturong_male_standgimmick01_128.npy,The male binturong stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Binturong_Male_binturong_male__animationnotmotionextractedfighting_manisetc8950d21__binturong_male_standgimmick01_230.npy,The male binturong stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Binturong_Male_binturong_male__animationnotmotionextractedlocomotion_manisetf22c6607__binturong_male_standgimmick01_353.npy,The male binturong stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Black_Wildebeest_Female_black_wildebeest_female__animationnotmotionextractedfighting_manisetb820c8cf__black_wildebeest_female_standgimmick01_163.npy,The female black wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Black_Wildebeest_Female_black_wildebeest_female__animationnotmotionextractedlocomotion_manisetf36a48b5__black_wildebeest_female_standgimmick01_246.npy,The female black wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Black_Wildebeest_Juvenile_black_wildebeest_juvenile__animationnotmotionextractedbehaviour_maniset8febcb91__black_wildebeest_juvenile_standgimmick01_71.npy,The juvenile black wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Black_Wildebeest_Juvenile_black_wildebeest_juvenile__animationnotmotionextractedfighting_maniset5c4c90a7__black_wildebeest_juvenile_standgimmick01_143.npy,The juvenile black wildebeest stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Black_Wildebeest_Juvenile_black_wildebeest_juvenile__animationnotmotionextractedlocomotion_manisetd5663c8d__black_wildebeest_juvenile_standgimmick01_221.npy,The juvenile black wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Female_blue_wildebeest_female__animationnotmotionextractedbehaviour_manisetbe91bee2__blue_wildebeest_female_standgimmick01_79.npy,The female blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Female_blue_wildebeest_female__animationnotmotionextractedfighting_manisetbf8b7bb8__blue_wildebeest_female_standgimmick01_155.npy,The female blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Female_blue_wildebeest_female__animationnotmotionextractedlocomotion_maniset4556481e__blue_wildebeest_female_standgimmick01_236.npy,The female blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Juvenile_blue_wildebeest_juvenile__animationnotmotionextractedfighting_manisete92fa1d0__blue_wildebeest_juvenile_standgimmick01_165.npy,The juvenile blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Juvenile_blue_wildebeest_juvenile__animationnotmotionextractedlocomotion_maniset524fba36__blue_wildebeest_juvenile_standgimmick01_249.npy,The juvenile blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Male_blue_wildebeest_male__animationnotmotionextractedbehaviour_maniseteacd0a17__blue_wildebeest_male_standgimmick01_90.npy,The male blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Male_blue_wildebeest_male__animationnotmotionextractedfighting_manisetd2a075ad__blue_wildebeest_male_standgimmick01_170.npy,The male blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Blue_Wildebeest_Male_blue_wildebeest_male__animationnotmotionextractedlocomotion_maniset6d913493__blue_wildebeest_male_standgimmick01_255.npy,The male blue wildebeest stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Female_bongo_female__animationnotmotionextractedbehaviour_manisetb4c57a27__bongo_female_standgimmick01_78.npy,The female bongo stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Female_bongo_female__animationnotmotionextractedfighting_maniset289da1bd__bongo_female_standgimmick01_158.npy,The female bongo stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Female_bongo_female__animationnotmotionextractedlocomotion_maniset9765e8a3__bongo_female_standgimmick01_243.npy,The female bongo stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Juvenile_bongo_juvenile__animationnotmotionextractedbehaviour_maniset33e76b7f__bongo_juvenile_standgimmick01_62.npy,The juvenile bongo stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Juvenile_bongo_juvenile__animationnotmotionextractedfighting_manisetdf635d15__bongo_juvenile_standgimmick01_135.npy,The juvenile bongo stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Juvenile_bongo_juvenile__animationnotmotionextractedlocomotion_maniset66c98ffb__bongo_juvenile_standgimmick01_210.npy,The juvenile bongo stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Male_bongo_male__animationnotmotionextractedbehaviour_maniset53df301c__bongo_male_standgimmick01_78.npy,The male bongo stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Male_bongo_male__animationnotmotionextractedfighting_manisetea775672__bongo_male_standgimmick01_158.npy,The male bongo stands still as a gimmick,1
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Bongo_Male_bongo_male__animationnotmotionextractedlocomotion_maniset63c4efd8__bongo_male_standgimmick01_244.npy,The male bongo stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Female_capuchin_monkey_female__animationnotmotionextractedbehaviour_manisetdac91809__capuchin_monkey_female_gimmick_115.npy,The female capuchin monkey performs a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Female_capuchin_monkey_female__animationnotmotionextractedfighting_manisetfbfc5f1f__capuchin_monkey_female_gimmick_209.npy,The female capuchin monkey performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Female_capuchin_monkey_female__animationnotmotionextractedlocomotion_maniset4cc88705__capuchin_monkey_female_gimmick_320.npy,The female capuchin monkey performs a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Juvenile_capuchin_monkey_juvenile__animationnotmotionextractedbehaviour_manisete94a09e1__capuchin_monkey_juvenile_gimmick_105.npy,The juvenile capuchin monkey performs a playful gimmick by jumping and then somersaulting,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Juvenile_capuchin_monkey_juvenile__animationnotmotionextractedfighting_maniset566faf7__capuchin_monkey_juvenile_gimmick_200.npy,The juvenile capuchin monkey performs a playful gimmick by jumping and then somersaulting,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Juvenile_capuchin_monkey_juvenile__animationnotmotionextractedlocomotion_manisetff4d4edd__capuchin_monkey_juvenile_gimmick_318.npy,The juvenile capuchin monkey performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Male_capuchin_monkey_male__animationnotmotionextractedfighting_manisetf2e35354__capuchin_monkey_male_gimmick_260.npy,The male capuchin monkey performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Capuchin_Monkey_Male_capuchin_monkey_male__animationnotmotionextractedlocomotion_maniset89c88dba__capuchin_monkey_male_gimmick_368.npy,The male capuchin monkey performs a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Chinese_Pangolin_Female_chinese_pangolin_female__animationnotmotionextractedbehaviour_maniset56739708__chinese_pangolin_female_standgimmick01_62.npy,The female Chinese pangolin stands still as a protective gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Chinese_Pangolin_Female_chinese_pangolin_female__animationnotmotionextractedlocomotion_maniset5d0ec1c4__chinese_pangolin_female_standgimmick01_130.npy,The female Chinese pangolin stands still as a protective gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Female_common_warthog_female__animationnotmotionextractedbehaviour_maniset31dd1454__common_warthog_female_standgimmick01_74.npy,The female common warthog stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Female_common_warthog_female__animationnotmotionextractedfighting_maniset18beccaa__common_warthog_female_standgimmick01_156.npy,The female common warthog stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Female_common_warthog_female__animationnotmotionextractedlocomotion_manisetb8ccc210__common_warthog_female_standgimmick01_243.npy,The female common warthog stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Juvenile_common_warthog_juvenile__animationnotmotionextractedbehaviour_maniset554e44ec__common_warthog_juvenile_standgimmick01_77.npy,The juvenile common warthog stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Juvenile_common_warthog_juvenile__animationnotmotionextractedfighting_maniset5c7af742__common_warthog_juvenile_standgimmick01_157.npy,The juvenile common warthog stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Juvenile_common_warthog_juvenile__animationnotmotionextractedlocomotion_maniset7d4c78a8__common_warthog_juvenile_standgimmick01_242.npy,The juvenile common warthog stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Male_common_warthog_male__animationnotmotionextractedbehaviour_maniset44005b09__common_warthog_male_standgimmick01_64.npy,The male common warthog stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Male_common_warthog_male__animationnotmotionextractedfighting_maniset1886e21f__common_warthog_male_standgimmick01_135.npy,The male common warthog stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Common_Warthog_Male_common_warthog_male__animationnotmotionextractedlocomotion_manisete0dc8a05__common_warthog_male_standgimmick01_211.npy,The male common warthog stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Female_dall_sheep_female__animationnotmotionextractedbehaviour_manisetdbd9e2c0__dall_sheep_female_standgimmick01_82.npy,The female Dall sheep stands still as part of a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Female_dall_sheep_female__animationnotmotionextractedfighting_manisetf21d1016__dall_sheep_female_standgimmick01_161.npy,The female Dall sheep stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Female_dall_sheep_female__animationnotmotionextractedlocomotion_manisetd536db7c__dall_sheep_female_standgimmick01_245.npy,The female Dall sheep stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Juvenile_dall_sheep_juvenile__animationnotmotionextractedbehaviour_maniset71b85e58__dall_sheep_juvenile_standgimmick01_87.npy,The juvenile Dall sheep stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Juvenile_dall_sheep_juvenile__animationnotmotionextractedfighting_maniset677c5ae__dall_sheep_juvenile_standgimmick01_167.npy,The juvenile Dall sheep stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Juvenile_dall_sheep_juvenile__animationnotmotionextractedlocomotion_maniset5ca29d14__dall_sheep_juvenile_standgimmick01_252.npy,The juvenile Dall sheep stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Male_dall_sheep_male__animationnotmotionextractedbehaviour_maniset1d5e9e75__dall_sheep_male_standgimmick01_82.npy,The male Dall sheep stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Male_dall_sheep_male__animationnotmotionextractedfighting_maniset80655a8b__dall_sheep_male_standgimmick01_159.npy,The male Dall sheep stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dall_Sheep_Male_dall_sheep_male__animationnotmotionextractedlocomotion_maniset8ad95871__dall_sheep_male_standgimmick01_240.npy,The male Dall sheep stands still as part of its survival gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Female_dama_gazelle_female__animationnotmotionextractedbehaviour_manisetfbf731be__dama_gazelle_female_standgimmick01_76.npy,The female dama gazelle stands still as a clever gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Female_dama_gazelle_female__animationnotmotionextractedfighting_maniset13fe8794__dama_gazelle_female_standgimmick01_155.npy,The female dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Female_dama_gazelle_female__animationnotmotionextractedlocomotion_maniset71e3e1fa__dama_gazelle_female_standgimmick01_240.npy,The female dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Juvenile_dama_gazelle_juvenile__animationnotmotionextractedbehaviour_manisete6564d6__dama_gazelle_juvenile_standgimmick01_75.npy,The juvenile dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Juvenile_dama_gazelle_juvenile__animationnotmotionextractedfighting_maniset269514ac__dama_gazelle_juvenile_standgimmick01_151.npy,The juvenile dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Juvenile_dama_gazelle_juvenile__animationnotmotionextractedlocomotion_manisetd8ab3b12__dama_gazelle_juvenile_standgimmick01_232.npy,The juvenile dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Male_dama_gazelle_male__animationnotmotionextractedbehaviour_maniset3f4015f3__dama_gazelle_male_standgimmick01_77.npy,The male dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Male_dama_gazelle_male__animationnotmotionextractedfighting_manisetbbe6da89__dama_gazelle_male_standgimmick01_158.npy,The male dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dama_Gazelle_Male_dama_gazelle_male__animationnotmotionextractedlocomotion_manisetaaf6a76f__dama_gazelle_male_standgimmick01_245.npy,The male dama gazelle stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Female_dhole_female__animationmotionextractedbehaviour_maniset47dd3505__dhole_female_standgimmick_1.npy,The female dhole stands still as part of her gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Female_dhole_female__animationmotionextractedfighting_manisetc8b3eadb__dhole_female_standgimmick_9.npy,The female dhole stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Female_dhole_female__animationmotionextractedlocomotion_manisetca6f5e1__dhole_female_standgimmick_24.npy,The female dhole stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Female_dhole_female__animationnotmotionextractedbehaviour_manisetf6d5c7c7__dhole_female_standgimmick_92.npy,The female dhole stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Female_dhole_female__animationnotmotionextractedfighting_manisetd0fe075d__dhole_female_standgimmick_169.npy,The female dhole stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Female_dhole_female__animationnotmotionextractedlocomotion_maniset9ec01e43__dhole_female_standgimmick_253.npy,The female dhole stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Male_dhole_male__animationmotionextractedbehaviour_maniset8014ef3a__dhole_male_standgimmick_1.npy,The male dhole stands still as part of his gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Male_dhole_male__animationmotionextractedlocomotion_maniset31b61156__dhole_male_standgimmick_13.npy,The male dhole stands still as part of its hunting gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Male_dhole_male__animationnotmotionextractedbehaviour_manisetfc3f95bc__dhole_male_standgimmick_54.npy,The male dhole stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Male_dhole_male__animationnotmotionextractedfighting_maniset7641d412__dhole_male_standgimmick_84.npy,The male dhole stands still as part of its hunting gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dhole_Male_dhole_male__animationnotmotionextractedlocomotion_maniseta5d53d78__dhole_male_standgimmick_112.npy,The male dhole stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dingo_Female_dingo_female__animationnotmotionextractedbehaviour_manisetfec92b4f__dingo_female_standgimmick_35.npy,The female dingo stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dingo_Male_dingo_male__animationmotionextractedbehaviour_maniset7dc14ac2__dingo_male_standgimmick_1.npy,The male dingo stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dingo_Male_dingo_male__animationmotionextractedfighting_manisetba2d6d58__dingo_male_standgimmick_5.npy,The male dingo stands still as part of its gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dingo_Male_dingo_male__animationnotmotionextractedfighting_manisete240b39a__dingo_male_standgimmick_101.npy,The male dingo stands still as part of its playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dingo_Male_dingo_male__animationnotmotionextractedlocomotion_manisetadc8a100__dingo_male_standgimmick_147.npy,The male dingo stands still as part of a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dromedary_Camel_Female_dromedary_camel_female__animationnotmotionextractedbehaviour_maniset7d2ba7d6__dromedary_camel_female_standgimmick01_59.npy,The female dromedary camel stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dromedary_Camel_Female_dromedary_camel_female__animationnotmotionextractedfighting_maniset98ee97ac__dromedary_camel_female_standgimmick01_114.npy,The female dromedary camel stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dromedary_Camel_Female_dromedary_camel_female__animationnotmotionextractedlocomotion_maniset120e3e12__dromedary_camel_female_standgimmick01_171.npy,The female dromedary camel stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dromedary_Camel_Juvenile_dromedary_camel_juvenile__animationnotmotionextractedbehaviour_manisetae8fc0ee__dromedary_camel_juvenile_standgimmick01_38.npy,The juvenile dromedary camel stands still as a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dromedary_Camel_Male_dromedary_camel_male__animationnotmotionextractedbehaviour_manisetc430260b__dromedary_camel_male_standgimmick01_92.npy,The male dromedary camel stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dromedary_Camel_Male_dromedary_camel_male__animationnotmotionextractedfighting_manisetce404a1__dromedary_camel_male_standgimmick01_164.npy,The male dromedary camel stands still and then performs a playful gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_Dromedary_Camel_Male_dromedary_camel_male__animationnotmotionextractedlocomotion_maniset2c2b1d87__dromedary_camel_male_standgimmick01_229.npy,The male dromedary camel stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_European_Badger_Male_european_badger_male__animationnotmotionextractedfighting_maniset3a01bbfb__european_badger_male_gimmick_160.npy,The male European badger performs a playful gimmick by rolling around in the grass,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_European_Fallow_Deer_Female_european_fallow_deer_female__animationnotmotionextractedbehaviour_maniset7f7f2c09__european_fallow_deer_female_standgimmick01_81.npy,The female fallow deer stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_European_Fallow_Deer_Female_european_fallow_deer_female__animationnotmotionextractedfighting_maniset141d731f__european_fallow_deer_female_standgimmick01_158.npy,The female fallow deer stands still as a gimmick,1
SOURCE_OR_ACTION_ARTIFACT;LOW_SEMANTIC_TEMPLATE,train,animo4d_L4_safe,animo4d_official_text,present,PZ_European_Fallow_Deer_Juvenile_european_fallow_deer_juvenile__animationnotmotionextractedbehaviour_maniset93d51de1__european_fallow_deer_juvenile_standgimmick01_85.npy,The juvenile fallow deer stands still as a gimmick,3
SOURCE_OR_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,PZ_European_Fallow_Deer_Juvenile_european_fallow_deer_juvenile__animationnotmotionextractedfighting_manisetaa1d0ef7__european_fallow_deer_juvenile_standgimmick01_163.npy,The juvenile fallow deer stands still as a gimmick,3
