priority,issues,split,source_dataset,annotation_source,text_status,needs_human_review,filename,primary_caption,n_captions
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Juvenile_alpaca_juvenile__animationnotmotionextractedfighting_manisetc165c7fb__alpaca_juvenile_fighttaunt_79.npy,The juvenile alpaca fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Juvenile_alpaca_juvenile__animationnotmotionextractedfighting_manisetc165c7fb__alpaca_juvenile_fightvictorytaunt_82.npy,The juvenile alpaca fights wins and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Male_alpaca_male__animationmotionextractedbehaviour_maniset25b92680__alpaca_male_fightreact_7.npy,The male alpaca fights and then reacts defensively,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Male_alpaca_male__animationmotionextractedbehaviour_maniset25b92680__alpaca_male_fighttaunt_9.npy,The male alpaca fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Male_alpaca_male__animationmotionextractedbehaviour_maniset25b92680__alpaca_male_fighttauntreact_10.npy,The male alpaca fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Male_alpaca_male__animationmotionextractedbehaviour_maniset25b92680__alpaca_male_standgimmick01_34.npy,The male alpaca stands still as part of a gimmick,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Male_alpaca_male__animationnotmotionextractedbehaviour_maniset1c5da982__alpaca_male_standgimmick01_160.npy,The male alpaca stands still as part of a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Male_alpaca_male__animationnotmotionextractedfighting_maniset361c3e58__alpaca_male_fighttaunt_172.npy,The male alpaca fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpaca_Male_alpaca_male__animationnotmotionextractedfighting_maniset361c3e58__alpaca_male_fightvictorytaunt_174.npy,The male alpaca fights wins and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Female_alpine_goat_female__animationmotionextractedfighting_maniset9bdec1a4__alpine_goat_female_fightchaseoff_3.npy,The female alpine goat fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Female_alpine_goat_female__animationmotionextractedfighting_maniset9bdec1a4__alpine_goat_female_fightreacttodie_6.npy,The female alpine goat fights reacts and then dies,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Female_alpine_goat_female__animationmotionextractedfighting_maniset9bdec1a4__alpine_goat_female_fighttaunt_7.npy,The female alpine goat fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Juvenile_alpine_goat_juvenile__animationmotionextractedfighting_manisetdb23993c__alpine_goat_juvenile_fightchaseoff_2.npy,The juvenile alpine goat fights and then chases off its rival,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Juvenile_alpine_goat_juvenile__animationmotionextractedfighting_manisetdb23993c__alpine_goat_juvenile_fighttaunt_4.npy,The juvenile alpine goat fights and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Juvenile_alpine_goat_juvenile__animationnotmotionextractedbehaviour_manisetc03a4728__alpine_goat_juvenile_standgimmick01_70.npy,The juvenile alpine goat stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Male_alpine_goat_male__animationmotionextractedfighting_maniset5fa22459__alpine_goat_male_fightchaseoff_2.npy,The male alpine goat fights and then chases the opponent off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Male_alpine_goat_male__animationmotionextractedfighting_maniset5fa22459__alpine_goat_male_fighttaunt_6.npy,The male alpine goat fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Male_alpine_goat_male__animationmotionextractedfighting_maniset5fa22459__alpine_goat_male_fightvictorytaunt_8.npy,The male alpine goat charges forward in a victorious taunt after the fight,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Goat_Male_alpine_goat_male__animationnotmotionextractedbehaviour_maniseta62c9f45__alpine_goat_male_standgimmick01_69.npy,The male alpine goat stands still as part of its gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Ibex_Juvenile_alpine_ibex_juvenile__animationmotionextractedfighting_maniseta866fca6__alpine_ibex_juvenile_fightchaseoff_1.npy,The juvenile alpine ibex fights and then chases off its rival,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Ibex_Juvenile_alpine_ibex_juvenile__animationmotionextractedfighting_maniseta866fca6__alpine_ibex_juvenile_fighttaunt_3.npy,The juvenile alpine ibex fights and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Ibex_Juvenile_alpine_ibex_juvenile__animationnotmotionextractedbehaviour_maniset7bb77492__alpine_ibex_juvenile_standgimmick01_63.npy,The juvenile alpine ibex stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Alpine_Ibex_Juvenile_alpine_ibex_juvenile__animationnotmotionextractedfighting_maniset13680568__alpine_ibex_juvenile_fightvictorytaunt_76.npy,The juvenile alpine ibex fights wins and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Alligator_Female_american_alligator_female__animationmotionextractedfighting_maniset8d0c90bb__american_alligator_female_fightchaseoff_1.npy,The female American alligator fights and then chases off her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Alligator_Female_american_alligator_female__animationmotionextractedfighting_maniset8d0c90bb__american_alligator_female_fighttaunt_4.npy,The female American alligator fights and then taunts her opponent,1
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Alligator_Male_american_alligator_male__animationnotmotionextractedfighting_maniset603a69f2__american_alligator_male_fighttauntreact_69.npy,The male American alligator fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Alligator_Male_american_alligator_male__animationnotmotionextractedfighting_maniset603a69f2__american_alligator_male_fighttostand_70.npy,The male American alligator fights and then stands still,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Female_american_bison_female__animationmotionextractedfighting_manisetf99e4db9__american_bison_female_fightchaseoff_2.npy,The female American bison fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Female_american_bison_female__animationmotionextractedfighting_manisetf99e4db9__american_bison_female_fighttaunt_6.npy,The female American bison fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Female_american_bison_female__animationmotionextractedfighting_manisetf99e4db9__american_bison_female_fighttauntreact_7.npy,The female American bison fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Female_american_bison_female__animationnotmotionextractedbehaviour_maniset18ec28a5__american_bison_female_standgimmick01_62.npy,The female American bison stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Female_american_bison_female__animationnotmotionextractedfighting_maniset15aa98bb__american_bison_female_fightvictorytaunt_73.npy,The female American bison fights wins and then taunts her opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Juvenile_american_bison_juvenile__animationnotmotionextractedbehaviour_maniset3c73b17d__american_bison_juvenile_standgimmick01_63.npy,The juvenile American bison stands still as part of a playful gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Male_american_bison_male__animationmotionextractedfighting_manisetba75a72e__american_bison_male_fightchaseoff_2.npy,The male American bison fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Male_american_bison_male__animationmotionextractedfighting_manisetba75a72e__american_bison_male_fightreact_4.npy,The male American bison charges forward and then reacts fiercely in the fight,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Male_american_bison_male__animationmotionextractedfighting_manisetba75a72e__american_bison_male_fighttaunt_6.npy,The male American bison charges forward in a fight and then taunts with a snort,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Male_american_bison_male__animationmotionextractedfighting_manisetba75a72e__american_bison_male_fighttauntreact_7.npy,The male American bison fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Male_american_bison_male__animationnotmotionextractedbehaviour_maniset40ec271a__american_bison_male_standgimmick01_64.npy,The male American bison stands still as a protective gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_American_Bison_Male_american_bison_male__animationnotmotionextractedfighting_maniset93e75f0__american_bison_male_fightvictorytaunt_77.npy,The male American bison fights wins and then taunts,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Juvenile_amur_leopard_juvenile__animationmotionextractedfighting_maniset2ebd930c__amur_leopard_juvenile_fightchaseoff_1.npy,The juvenile Amur leopard fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Juvenile_amur_leopard_juvenile__animationnotmotionextractedfighting_manisetcd8b504e__amur_leopard_juvenile_fightidle_93.npy,The juvenile Amur leopard fights with its sibling,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationmotionextractedfighting_manisetaa27b629__amur_leopard_male_fightchaseoff_1.npy,The male Amur leopard fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationmotionextractedlocomotion_manisetce8bb82f__amur_leopard_male_fightchaseoff_33.npy,The male Amur leopard fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationmotionextractedlocomotion_manisetce8bb82f__amur_leopard_male_fightreacttofendoff_35.npy,The male Amur leopard fights and reacts swiftly to fend off the threat,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationmotionextractedpounce_manisetf8e1a10c__amur_leopard_male_fightchaseoff_120.npy,The male Amur leopard fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationmotionextractedpounce_manisetf8e1a10c__amur_leopard_male_fightreacttofendoff_122.npy,The male Amur leopard fights and reacts swiftly to fend off the threat,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationmotionextractedpounce_manisetf8e1a10c__amur_leopard_male_fighttaunttostand_125.npy,The male Amur leopard fights taunts and then stands still,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationnotmotionextractedbehaviour_manisetc6cf0115__amur_leopard_male_fightchaseoff_216.npy,The male Amur leopard fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationnotmotionextractedfighting_maniset9f1c952b__amur_leopard_male_fight_pouncefromrunturnl_336.npy,The male Amur leopard fights pounces runs and then turns left,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationnotmotionextractedfighting_maniset9f1c952b__amur_leopard_male_fightchaseoff_326.npy,The male Amur leopard fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationnotmotionextractedfighting_maniset9f1c952b__amur_leopard_male_fightidle_328.npy,The male Amur leopard fights fiercely,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationnotmotionextractedlocomotion_maniset51ece311__amur_leopard_male_fightchaseoff_457.npy,The male Amur leopard fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Amur_Leopard_Male_amur_leopard_male__animationnotmotionextractedlocomotion_maniset51ece311__amur_leopard_male_fighttaunttostand_464.npy,The male Amur leopard fights taunts and then stands still,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Juvenile_arctic_fox_juvenile__animationnotmotionextractedbehaviour_maniset873b1f0d__arctic_fox_juvenile_gimmick01_47.npy,The juvenile arctic fox performs a playful gimmick by leaping and then rolling over,3
P1,P1_OVER_NARRATIVE;P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Juvenile_arctic_fox_juvenile__animationnotmotionextractedlocomotion_manisetddd85f09__arctic_fox_juvenile_gimmick01_106.npy,The juvenile arctic fox performs a playful gimmick by leaping and then rolling over,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Male_arctic_fox_male__animationmotionextractedfighting_maniset10403cbe__arctic_fox_male_fightchaseoff_2.npy,The male arctic fox fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Male_arctic_fox_male__animationmotionextractedfighting_maniset10403cbe__arctic_fox_male_fighttaunt_6.npy,The male arctic fox fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Male_arctic_fox_male__animationmotionextractedlocomotion_maniset3ff8144__arctic_fox_male_fightchaseoff_9.npy,The male arctic fox fights and then chases the intruder off,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Male_arctic_fox_male__animationmotionextractedlocomotion_maniset3ff8144__arctic_fox_male_fighttaunt_13.npy,The male arctic fox fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Male_arctic_fox_male__animationmotionextractedlocomotion_maniset3ff8144__arctic_fox_male_fighttauntreact_14.npy,The male arctic fox fights taunts and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Male_arctic_fox_male__animationnotmotionextractedbehaviour_manisetb47b4caa__arctic_fox_male_fightchaseoff_64.npy,The male arctic fox fights and then chases off the intruder,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Fox_Male_arctic_fox_male__animationnotmotionextractedbehaviour_manisetb47b4caa__arctic_fox_male_fighttaunt_68.npy,The male arctic fox fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationmotionextractedfighting_maniset447e4419__arctic_wolf_female_fightflee_1.npy,The female arctic wolf fights fiercely and then flees swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationmotionextractedfighting_maniset447e4419__arctic_wolf_female_fighttaunt_5.npy,The female arctic wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationmotionextractedfighting_maniset447e4419__arctic_wolf_female_fighttauntreact_6.npy,The female arctic wolf fights taunts her opponent and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationmotionextractedlocomotion_manisetac57be1f__arctic_wolf_female_fightreact_small_10.npy,The female arctic wolf fights and then reacts by moving away from the smaller opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationmotionextractedlocomotion_manisetac57be1f__arctic_wolf_female_fighttaunt_11.npy,The female arctic wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationmotionextractedlocomotion_manisetac57be1f__arctic_wolf_female_fighttauntreact_12.npy,The female arctic wolf fights taunts her opponent and then reacts swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedbehaviour_maniset160c7f05__arctic_wolf_female_fightreact_small_73.npy,The female arctic wolf fights and then reacts by moving away from the smaller opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedbehaviour_maniset160c7f05__arctic_wolf_female_fighttaunt_74.npy,The female arctic wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedbehaviour_maniset160c7f05__arctic_wolf_female_fighttauntreact_75.npy,The female arctic wolf fights taunts her opponent and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedbehaviour_maniset160c7f05__arctic_wolf_female_standgimmick01_87.npy,The female arctic wolf stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedfighting_maniset2001d71b__arctic_wolf_female_fightreact_small_154.npy,The female arctic wolf fights and then reacts by moving away from the smaller opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedfighting_maniset2001d71b__arctic_wolf_female_fighttaunt_155.npy,The female arctic wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedlocomotion_maniset66819d01__arctic_wolf_female_fighttaunt_238.npy,The female arctic wolf fights and then taunts her opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedlocomotion_maniset66819d01__arctic_wolf_female_fighttauntreact_239.npy,The female arctic wolf fights taunts her opponent and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Female_arctic_wolf_female__animationnotmotionextractedlocomotion_maniset66819d01__arctic_wolf_female_standgimmick01_258.npy,The female arctic wolf stands still as a gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationmotionextractedfighting_maniset5e24858e__arctic_wolf_male_fightflee_2.npy,The male arctic wolf fights fiercely and then flees swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationmotionextractedfighting_maniset5e24858e__arctic_wolf_male_fightreact_small_5.npy,The male arctic wolf fights and then reacts by moving away from the smaller opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationmotionextractedfighting_maniset5e24858e__arctic_wolf_male_fighttaunt_6.npy,The male arctic wolf fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationmotionextractedlocomotion_manisetc97bb214__arctic_wolf_male_fightflee_9.npy,The male arctic wolf fights fiercely and then flees swiftly,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationmotionextractedlocomotion_manisetc97bb214__arctic_wolf_male_fightreact_small_12.npy,The male arctic wolf fights and then reacts by moving away from the smaller opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationmotionextractedlocomotion_manisetc97bb214__arctic_wolf_male_fighttaunt_13.npy,The male arctic wolf fights and then taunts his opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedbehaviour_maniset4b43657a__arctic_wolf_male_fightreact_small_76.npy,The male arctic wolf fights and then reacts by moving away from the smaller opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedbehaviour_maniset4b43657a__arctic_wolf_male_fightreacttodie_75.npy,The male arctic wolf fights reacts swiftly and then dies,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedbehaviour_maniset4b43657a__arctic_wolf_male_fighttaunt_77.npy,The male arctic wolf fights and then taunts its opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedbehaviour_maniset4b43657a__arctic_wolf_male_standgimmick01_91.npy,The male arctic wolf stands still as part of its hunting gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedfighting_maniset15f29c50__arctic_wolf_male_fightidle_153.npy,The male arctic wolf fights fiercely,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedfighting_maniset15f29c50__arctic_wolf_male_fightreact_small_156.npy,The male arctic wolf fights and then reacts by moving away from the smaller opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedfighting_maniset15f29c50__arctic_wolf_male_fighttaunt_157.npy,The male arctic wolf fights and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedfighting_maniset15f29c50__arctic_wolf_male_fighttauntreact_158.npy,The male arctic wolf fights taunts and then reacts swiftly,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedfighting_maniset15f29c50__arctic_wolf_male_standgimmick01_172.npy,The male arctic wolf stands still as a hunting gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedlocomotion_manisetc50bf4b6__arctic_wolf_male_fightflee_234.npy,The male arctic wolf fights and then flees,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedlocomotion_manisetc50bf4b6__arctic_wolf_male_fightreacttodie_237.npy,The male arctic wolf fights reacts swiftly and then succumbs to death,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedlocomotion_manisetc50bf4b6__arctic_wolf_male_fighttaunt_239.npy,The male arctic wolf fights and then taunts his opponent,3
P1,P1_SOURCE_ACTION_ARTIFACT,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Arctic_Wolf_Male_arctic_wolf_male__animationnotmotionextractedlocomotion_manisetc50bf4b6__arctic_wolf_male_standgimmick01_260.npy,The male arctic wolf stands still as a hunting gimmick,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Asian_Small_Clawed_Otter_Juvenile_asian_small_clawed_otter_juvenile__animationmotionextractedfighting_maniset396a3493__asian_small_clawed_otter_juvenile_fightchaseoff_1.npy,The juvenile clawed otter fights and then chases off its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Asian_Small_Clawed_Otter_Juvenile_asian_small_clawed_otter_juvenile__animationmotionextractedfighting_maniset396a3493__asian_small_clawed_otter_juvenile_fightvictorytaunt_3.npy,The juvenile clawed otter fights wins and then taunts its opponent,3
P1,P1_OVER_NARRATIVE,train,animo4d_L4_safe,animo4d_official_text,present,False,PZ_Asian_Small_Clawed_Otter_Juvenile_asian_small_clawed_otter_juvenile__animationmotionextractedlocomotion_maniset1e5b5b99__asian_small_clawed_otter_juvenile_fightchaseoff_11.npy,The juvenile clawed otter fights and then chases off its opponent,3
